function,dim,K,seed,best,evals,seconds
Ackley,10,16,0,0.052324349360866496,35000,4.178
Ackley,10,16,1,0.007829829590502602,35000,4.174
Ackley,10,16,10,2.3168652025328744,35000,4.133
Ackley,10,16,11,2.013329183844537,35000,4.168
Ackley,10,16,12,0.04939243640835089,35000,4.158
Ackley,10,16,13,0.7246802472868059,35000,4.145
Ackley,10,16,14,2.317629180746405,35000,4.132
Ackley,10,16,15,0.8142327186173799,35000,4.173
Ackley,10,16,16,0.0019703703974127684,35000,4.136
Ackley,10,16,17,1.1551640761498096,35000,4.14
Ackley,10,16,18,0.06722125621784203,35000,4.128
Ackley,10,16,19,2.3168669408118316,35000,4.156
Ackley,10,16,2,2.0134078260687045,35000,4.162
Ackley,10,16,20,0.01939614745665752,35000,4.196
Ackley,10,16,21,2.013341532382747,35000,4.137
Ackley,10,16,22,2.8143643420508337,35000,4.135
Ackley,10,16,23,0.2180802827254209,35000,4.175
Ackley,10,16,24,0.27862237117264543,35000,4.163
Ackley,10,16,25,0.003624420844648757,35000,4.172
Ackley,10,16,26,0.04916695383101599,35000,4.184
Ackley,10,16,27,0.44452334923406456,35000,4.166
Ackley,10,16,28,1.140760019495517,35000,4.154
Ackley,10,16,29,0.019477631084090508,35000,4.159
Ackley,10,16,3,2.5799667984982695,35000,4.141
Ackley,10,16,4,0.2925915240172725,35000,4.167
Ackley,10,16,5,1.6462405435022736,35000,4.13
Ackley,10,16,6,0.2156855187387312,35000,4.161
Ackley,10,16,7,0.7543982282760173,35000,4.145
Ackley,10,16,8,0.3360381383912885,35000,4.155
Ackley,10,16,9,0.19203210914641788,35000,4.154
Ackley,10,32,0,0.19754318502164425,35000,5.889
Ackley,10,32,1,0.2467870972886712,35000,5.857
Ackley,10,32,10,1.6463236107652865,35000,5.748
Ackley,10,32,11,0.010015749331643509,35000,5.889
Ackley,10,32,12,1.6463772255066016,35000,5.778
Ackley,10,32,13,0.07199213081981926,35000,5.875
Ackley,10,32,14,0.00480293225902928,35000,5.936
Ackley,10,32,15,1.155200508828067,35000,5.8
Ackley,10,32,16,3.574130116635953,35000,5.833
Ackley,10,32,17,0.06770855075876314,35000,5.888
Ackley,10,32,18,0.026726331280372495,35000,5.939
Ackley,10,32,19,0.520497215712258,35000,5.882
Ackley,10,32,2,0.002432495898450515,35000,5.766
Ackley,10,32,20,0.09278075278463804,35000,5.872
Ackley,10,32,21,0.5724307311936809,35000,5.9
Ackley,10,32,22,0.2949672812164974,35000,5.86
Ackley,10,32,23,0.027233961009429652,35000,5.872
Ackley,10,32,24,1.6462773526386134,35000,5.77
Ackley,10,32,25,2.3169088672403686,35000,5.728
Ackley,10,32,26,1.6462705083141,35000,5.774
Ackley,10,32,27,1.6462457673363429,35000,5.784
Ackley,10,32,28,1.6463060452657605,35000,5.745
Ackley,10,32,29,2.813629017067147,35000,5.762
Ackley,10,32,3,2.31685759146426,35000,5.767
Ackley,10,32,4,0.0038929255905917337,35000,5.887
Ackley,10,32,5,0.02965474878790575,35000,5.891
Ackley,10,32,6,2.3169771325115573,35000,5.809
Ackley,10,32,7,2.013370784155154,35000,5.771
Ackley,10,32,8,0.13856430608369097,35000,5.906
Ackley,10,32,9,2.0133545953545178,35000,5.79
Ackley,10,4,0,2.8143515324481716,35000,3.178
Ackley,10,4,1,2.8143522613499106,35000,3.201
Ackley,10,4,10,0.0473236314061265,35000,3.219
Ackley,10,4,11,3.026597534072508,35000,3.201
Ackley,10,4,12,1.1551638824712183,35000,3.195
Ackley,10,4,13,0.189370817889579,35000,3.209
Ackley,10,4,14,3.574029188531132,35000,3.193
Ackley,10,4,15,2.112467688368064,35000,3.208
Ackley,10,4,16,2.3168531281568687,35000,3.198
Ackley,10,4,17,3.222384680677561,35000,3.177
Ackley,10,4,18,0.010036558980332178,35000,3.2
Ackley,10,4,19,2.0133166830731075,35000,3.2
Ackley,10,4,2,2.013317176716591,35000,3.18
Ackley,10,4,20,0.8312367448935238,35000,3.209
Ackley,10,4,21,0.01608192767533767,35000,3.216
Ackley,10,4,22,2.01331710475974,35000,3.237
Ackley,10,4,23,0.038666308790283654,35000,3.211
Ackley,10,4,24,2.5799301242202017,35000,3.196
Ackley,10,4,25,1.6462270840553157,35000,3.211
Ackley,10,4,26,3.8857602093959938,35000,3.208
Ackley,10,4,27,1.155174375993408,35000,3.213
Ackley,10,4,28,2.0133199668688886,35000,3.206
Ackley,10,4,29,2.5799317941012743,35000,3.203
Ackley,10,4,3,2.316849979932624,35000,3.195
Ackley,10,4,4,0.030022120462018353,35000,3.207
Ackley,10,4,5,1.6462270026989576,35000,3.202
Ackley,10,4,6,2.013327892598174,35000,3.203
Ackley,10,4,7,1.155156401806814,35000,3.201
Ackley,10,4,8,0.3946955428418666,35000,3.21
Ackley,10,4,9,0.000854089097306332,35000,3.22
Ackley,10,59,0,0.4262230148173676,35000,5.8
Ackley,10,59,1,0.0971637109387129,35000,5.828
Ackley,10,59,10,0.20928392175453014,35000,5.797
Ackley,10,59,11,2.813679414307359,35000,5.725
Ackley,10,59,12,2.260900483342589,35000,5.721
Ackley,10,59,13,1.6464702419662598,35000,5.727
Ackley,10,59,14,2.8146332081219296,35000,5.701
Ackley,10,59,15,0.15281674756906982,35000,5.802
Ackley,10,59,16,2.813650552942104,35000,5.727
Ackley,10,59,17,0.34048424184071324,35000,5.833
Ackley,10,59,18,2.316889160624371,35000,5.736
Ackley,10,59,19,0.1778460037086913,35000,5.817
Ackley,10,59,2,1.1990501074041338,35000,5.876
Ackley,10,59,20,0.03748179786949324,35000,5.834
Ackley,10,59,21,0.5886890069565323,35000,5.812
Ackley,10,59,22,2.5800376584333518,35000,5.661
Ackley,10,59,23,2.580109812268273,35000,5.645
Ackley,10,59,24,1.646927223168046,35000,5.574
Ackley,10,59,25,0.014690918325609648,35000,5.673
Ackley,10,59,26,2.8145652333066704,35000,5.558
Ackley,10,59,27,0.2955706884281324,35000,5.768
Ackley,10,59,28,2.3170798745972303,35000,5.73
Ackley,10,59,29,3.026718282768091,35000,5.727
Ackley,10,59,3,0.019001769766731957,35000,5.794
Ackley,10,59,4,0.008812800740646498,35000,5.721
Ackley,10,59,5,2.3170132972798716,35000,5.723
Ackley,10,59,6,2.31757206982708,35000,5.741
Ackley,10,59,7,0.01635856835163496,35000,5.802
Ackley,10,59,8,2.8138537556815924,35000,5.704
Ackley,10,59,9,2.0134360557640787,35000,5.736
Ackley,10,8,0,1.6462444995194585,35000,3.54
Ackley,10,8,1,2.3168627075476924,35000,3.537
Ackley,10,8,10,0.0026742488917688156,35000,3.524
Ackley,10,8,11,0.004642989326395952,35000,3.563
Ackley,10,8,12,3.026605752214579,35000,3.544
Ackley,10,8,13,3.2224101812646144,35000,3.567
Ackley,10,8,14,2.3168591666524887,35000,3.547
Ackley,10,8,15,0.001312192980603033,35000,3.551
Ackley,10,8,16,2.579936322387909,35000,3.554
Ackley,10,8,17,4.029805701417146,35000,3.553
Ackley,10,8,18,0.0016185102436492294,35000,3.547
Ackley,10,8,19,0.014322472649013651,35000,3.552
Ackley,10,8,2,0.003339657628771864,35000,3.554
Ackley,10,8,20,2.0133673187581818,35000,3.542
Ackley,10,8,21,0.30102604481572515,35000,3.573
Ackley,10,8,22,2.0133291211942574,35000,3.547
Ackley,10,8,23,2.025204433760234,35000,3.555
Ackley,10,8,24,2.8143698600251246,35000,3.559
Ackley,10,8,25,0.003871811176268114,35000,3.558
Ackley,10,8,26,0.04549762886783215,35000,3.56
Ackley,10,8,27,0.028053694433591847,35000,3.569
Ackley,10,8,28,0.045328575151757367,35000,3.558
Ackley,10,8,29,3.026600872749239,35000,3.556
Ackley,10,8,3,1.155153942771261,35000,3.536
Ackley,10,8,4,3.027116270065751,35000,3.559
Ackley,10,8,5,2.013334913499126,35000,3.523
Ackley,10,8,6,2.5822946364489003,35000,3.545
Ackley,10,8,7,4.167147081940524,35000,3.554
Ackley,10,8,8,2.813628261554211,35000,3.547
Ackley,10,8,9,2.3168539959143826,35000,3.555
Ackley,30,16,0,0.0358006552383654,105000,12.544
Ackley,30,16,1,1.343872399730206,105000,12.525
Ackley,30,16,10,6.964426624535289,105000,12.437
Ackley,30,16,11,0.07215918133052712,105000,12.538
Ackley,30,16,12,0.036710476364089306,105000,12.479
Ackley,30,16,13,0.08446790928527337,105000,12.446
Ackley,30,16,14,4.254977097900788,105000,12.439
Ackley,30,16,15,0.8845660354795339,105000,12.5
Ackley,30,16,16,1.034203262683587,105000,12.507
Ackley,30,16,17,4.298463761795766,105000,12.444
Ackley,30,16,18,0.8415076765190688,105000,12.499
Ackley,30,16,19,0.2753598003679909,105000,12.506
Ackley,30,16,2,1.0185287023563032,105000,12.497
Ackley,30,16,20,1.130998771896103,105000,12.476
Ackley,30,16,21,0.18074348508283622,105000,12.518
Ackley,30,16,22,0.16521810366053957,105000,12.497
Ackley,30,16,23,0.42913725652091417,105000,12.514
Ackley,30,16,24,0.14044267790335896,105000,12.559
Ackley,30,16,25,6.1573303570946685,105000,12.44
Ackley,30,16,26,0.7001030861136965,105000,12.478
Ackley,30,16,27,5.125309898973388,105000,12.464
Ackley,30,16,28,0.007243623746916672,105000,12.573
Ackley,30,16,29,4.42451314166167,105000,12.419
Ackley,30,16,3,0.3463931098358981,105000,12.553
Ackley,30,16,4,0.09812084214078398,105000,12.532
Ackley,30,16,5,3.9161208960556775,105000,12.472
Ackley,30,16,6,5.734577687481096,105000,12.425
Ackley,30,16,7,1.213604361282766,105000,12.446
Ackley,30,16,8,0.010806346369179654,105000,12.514
Ackley,30,16,9,0.08384152617340535,105000,12.522
Ackley,30,32,0,5.35104602956655,105000,17.429
Ackley,30,32,1,5.125839252195828,105000,17.387
Ackley,30,32,10,0.2963575597353736,105000,17.238
Ackley,30,32,11,7.024743040588703,105000,17.222
Ackley,30,32,12,2.7388958744019303,105000,17.088
Ackley,30,32,13,4.167256072457235,105000,17.03
Ackley,30,32,14,6.352111052265368,105000,17.142
Ackley,30,32,15,0.57018194018988,105000,17.142
Ackley,30,32,16,0.009760340444245674,105000,17.458
Ackley,30,32,17,0.23249725487433226,105000,17.224
Ackley,30,32,18,0.15216288632412445,105000,17.177
Ackley,30,32,19,0.08738145248036533,105000,17.165
Ackley,30,32,2,0.009870061312121425,105000,17.326
Ackley,30,32,20,5.898934304101555,105000,17.075
Ackley,30,32,21,0.010682777151445055,105000,17.347
Ackley,30,32,22,0.12574193089288288,105000,17.202
Ackley,30,32,23,1.0610742102812023,105000,17.181
Ackley,30,32,24,0.6685561636420343,105000,17.226
Ackley,30,32,25,3.0941342195761945,105000,17.084
Ackley,30,32,26,0.2747253262646159,105000,17.19
Ackley,30,32,27,0.013106600416517455,105000,17.371
Ackley,30,32,28,0.02947719316526376,105000,17.313
Ackley,30,32,29,0.058586680690464465,105000,17.069
Ackley,30,32,3,4.624103248427371,105000,17.422
Ackley,30,32,4,0.20664036747921388,105000,17.559
Ackley,30,32,5,0.022970550101487408,105000,17.663
Ackley,30,32,6,0.14958209815403167,105000,17.232
Ackley,30,32,7,0.6683005911785576,105000,17.22
Ackley,30,32,8,4.382957135370692,105000,17.191
Ackley,30,32,9,0.26384653947214476,105000,17.317
Ackley,30,4,0,2.81412893799487,105000,9.701
Ackley,30,4,1,6.375562645098324,105000,9.692
Ackley,30,4,10,5.503244672056542,105000,9.715
Ackley,30,4,11,6.03030764314547,105000,9.737
Ackley,30,4,12,7.06429626469879,105000,9.741
Ackley,30,4,13,4.737885946554709,105000,9.76
Ackley,30,4,14,4.584193375177559,105000,9.701
Ackley,30,4,15,6.0044083780540625,105000,9.783
Ackley,30,4,16,0.2573302200037628,105000,9.758
Ackley,30,4,17,5.255952327784886,105000,9.736
Ackley,30,4,18,5.1912358024627,105000,9.714
Ackley,30,4,19,4.883930882902504,105000,9.703
Ackley,30,4,2,5.533083321815422,105000,9.721
Ackley,30,4,20,0.09829979336817773,105000,9.764
Ackley,30,4,21,0.03155502027767598,105000,9.712
Ackley,30,4,22,4.700336797354119,105000,9.727
Ackley,30,4,23,1.7204403463194713,105000,9.779
Ackley,30,4,24,6.231423135041442,105000,9.744
Ackley,30,4,25,4.465277385328406,105000,9.771
Ackley,30,4,26,4.029588041125358,105000,9.741
Ackley,30,4,27,5.158319161016063,105000,9.748
Ackley,30,4,28,5.734494213328219,105000,9.796
Ackley,30,4,29,3.7342856253070704,105000,9.788
Ackley,30,4,3,5.951985291840376,105000,9.682
Ackley,30,4,4,0.013340308643443155,105000,9.729
Ackley,30,4,5,4.919512195105614,105000,9.7
Ackley,30,4,6,4.989420189620841,105000,9.693
Ackley,30,4,7,4.919366248469746,105000,9.743
Ackley,30,4,8,5.871915201540208,105000,9.693
Ackley,30,4,9,4.623880596411336,105000,9.736
Ackley,30,59,0,0.38129211844436073,105000,17.541
Ackley,30,59,1,3.3462333528997985,105000,17.362
Ackley,30,59,10,0.04471725637008506,105000,17.627
Ackley,30,59,11,0.04065640828288197,105000,17.588
Ackley,30,59,12,0.0290827820802666,105000,17.543
Ackley,30,59,13,3.2238933964404812,105000,17.497
Ackley,30,59,14,4.299794341401256,105000,17.49
Ackley,30,59,15,0.05639734252259787,105000,17.622
Ackley,30,59,16,0.025310624611443178,105000,17.553
Ackley,30,59,17,0.051694897927522465,105000,17.616
Ackley,30,59,18,0.02379164188663596,105000,17.543
Ackley,30,59,19,0.032526022224186324,105000,17.759
Ackley,30,59,2,0.035170685051955974,105000,17.483
Ackley,30,59,20,0.45657717230420447,105000,17.627
Ackley,30,59,21,3.6829793625507574,105000,17.532
Ackley,30,59,22,3.2860451823801538,105000,17.523
Ackley,30,59,23,0.03590106608400889,105000,17.584
Ackley,30,59,24,0.020839121640321867,105000,17.54
Ackley,30,59,25,0.024212700703647005,105000,17.483
Ackley,30,59,26,0.03576277834891117,105000,17.572
Ackley,30,59,27,4.212571926133091,105000,17.502
Ackley,30,59,28,0.035324573291991346,105000,17.552
Ackley,30,59,29,0.06809309626927318,105000,17.61
Ackley,30,59,3,0.028903967062227753,105000,17.626
Ackley,30,59,4,6.735904730518925,105000,17.496
Ackley,30,59,5,0.04047612787827903,105000,17.544
Ackley,30,59,6,0.5562855515747036,105000,17.591
Ackley,30,59,7,0.044597312021931845,105000,17.553
Ackley,30,59,8,3.2854141468575837,105000,17.477
Ackley,30,59,9,5.443799303232769,105000,17.567
Ackley,30,8,0,0.0250623953456679,105000,10.816
Ackley,30,8,1,5.952011996575607,105000,10.766
Ackley,30,8,10,5.319312888011385,105000,10.829
Ackley,30,8,11,4.16706478139854,105000,10.808
Ackley,30,8,12,5.223674896473039,105000,10.796
Ackley,30,8,13,7.458394209159289,105000,10.785
Ackley,30,8,14,3.681937738888245,105000,10.808
Ackley,30,8,15,0.011679257276302923,105000,10.822
Ackley,30,8,16,0.023976185127882577,105000,10.876
Ackley,30,8,17,3.8362259818841804,105000,10.797
Ackley,30,8,18,0.4165576850901904,105000,10.774
Ackley,30,8,19,5.412627766181348,105000,10.718
Ackley,30,8,2,6.799187754699851,105000,10.79
Ackley,30,8,20,1.5048874423485548,105000,10.792
Ackley,30,8,21,0.16996537775213882,105000,10.803
Ackley,30,8,22,3.5184876277234634,105000,10.749
Ackley,30,8,23,5.381895935234372,105000,10.759
Ackley,30,8,24,4.62400160540647,105000,10.743
Ackley,30,8,25,4.662352786919563,105000,10.743
Ackley,30,8,26,0.30292162874076256,105000,10.806
Ackley,30,8,27,0.045472217627811506,105000,10.794
Ackley,30,8,28,4.737944453681418,105000,10.756
Ackley,30,8,29,4.6623842276987375,105000,10.783
Ackley,30,8,3,7.458426214754999,105000,10.806
Ackley,30,8,4,0.01646647630777709,105000,10.855
Ackley,30,8,5,0.7221908375715889,105000,10.771
Ackley,30,8,6,0.3335760867925477,105000,10.806
Ackley,30,8,7,0.008529805798020096,105000,10.769
Ackley,30,8,8,0.012807934211946037,105000,10.823
Ackley,30,8,9,5.473258377633993,105000,10.823
Ackley,50,16,0,0.05313511030448881,175000,21.104
Ackley,50,16,1,6.992776271606996,175000,21.114
Ackley,50,16,10,5.8505695041383134,175000,21.147
Ackley,50,16,11,0.007690756841512769,175000,21.216
Ackley,50,16,12,0.8331609249583498,175000,21.198
Ackley,50,16,13,0.11009307351439945,175000,21.209
Ackley,50,16,14,0.10408605125295312,175000,21.106
Ackley,50,16,15,0.24971762763718575,175000,21.149
Ackley,50,16,16,1.4246587702455789,175000,21.166
Ackley,50,16,17,0.0031550975701759576,175000,20.996
Ackley,50,16,18,5.1719176042046975,175000,20.982
Ackley,50,16,19,0.0035775202236121295,175000,21.2
Ackley,50,16,2,0.010854650591096249,175000,21.086
Ackley,50,16,20,0.03412923256584621,175000,21.08
Ackley,50,16,21,6.280228327255127,175000,21.051
Ackley,50,16,22,0.5502085145289048,175000,21.123
Ackley,50,16,23,0.9742496587033789,175000,21.138
Ackley,50,16,24,0.010032833024205434,175000,21.171
Ackley,50,16,25,0.952421785432183,175000,21.154
Ackley,50,16,26,0.22290929323395803,175000,21.042
Ackley,50,16,27,0.12991903434556606,175000,21.081
Ackley,50,16,28,0.048613579051015154,175000,20.973
Ackley,50,16,29,0.6118783305858391,175000,21.182
Ackley,50,16,3,0.008955673559949862,175000,21.203
Ackley,50,16,4,0.02144028697060607,175000,20.644
Ackley,50,16,5,0.0349674373792479,175000,21.24
Ackley,50,16,6,0.02760946175154233,175000,21.111
Ackley,50,16,7,1.0907710660228251,175000,21.119
Ackley,50,16,8,0.29558887388861566,175000,21.186
Ackley,50,16,9,0.010313149572479308,175000,21.287
Ackley,50,32,0,0.12877448526043667,175000,29.002
Ackley,50,32,1,0.017084630962447722,175000,29.286
Ackley,50,32,10,0.05917251750399233,175000,28.947
Ackley,50,32,11,0.01432704647443872,175000,29.444
Ackley,50,32,12,0.08455916429987242,175000,28.938
Ackley,50,32,13,0.5642124015363206,175000,28.664
Ackley,50,32,14,0.04504220824658178,175000,28.78
Ackley,50,32,15,0.013383857049675374,175000,29.386
Ackley,50,32,16,7.250508078627512,175000,28.742
Ackley,50,32,17,0.01629802517722867,175000,29.058
Ackley,50,32,18,0.07667874433891742,175000,28.521
Ackley,50,32,19,0.2045787654426623,175000,28.599
Ackley,50,32,2,6.993034798606324,175000,28.72
Ackley,50,32,20,0.20293473194286493,175000,28.85
Ackley,50,32,21,0.8795159506401586,175000,29.287
Ackley,50,32,22,0.036346546265207724,175000,29.008
Ackley,50,32,23,0.017683146467668553,175000,29.182
Ackley,50,32,24,0.12155224387561647,175000,28.907
Ackley,50,32,25,0.08867203728473116,175000,29.106
Ackley,50,32,26,0.012842384674371932,175000,29.376
Ackley,50,32,27,0.021568120400662583,175000,29.32
Ackley,50,32,28,0.046714525488589675,175000,29.19
Ackley,50,32,29,0.11987655046517931,175000,28.995
Ackley,50,32,3,0.18314951687157732,175000,28.962
Ackley,50,32,4,5.250150551481536,175000,28.812
Ackley,50,32,5,0.011865623555824545,175000,29.121
Ackley,50,32,6,0.2221105785532811,175000,28.797
Ackley,50,32,7,0.17904837080067226,175000,28.84
Ackley,50,32,8,4.569592570727043,175000,28.819
Ackley,50,32,9,0.01641730557931398,175000,29.281
Ackley,50,4,0,0.09561149319269235,175000,16.427
Ackley,50,4,1,5.700824030352656,175000,16.412
Ackley,50,4,10,5.9465768512058865,175000,16.424
Ackley,50,4,11,7.260574328314393,175000,16.47
Ackley,50,4,12,7.203763823781637,175000,16.449
Ackley,50,4,13,8.092051974311032,175000,16.426
Ackley,50,4,14,0.1201131920637839,175000,16.343
Ackley,50,4,15,7.616073643532969,175000,16.419
Ackley,50,4,16,6.5052004579090905,175000,16.511
Ackley,50,4,17,7.584997924566398,175000,16.449
Ackley,50,4,18,0.16972283243168862,175000,16.435
Ackley,50,4,19,6.450253713349355,175000,16.444
Ackley,50,4,2,8.046011750563308,175000,16.399
Ackley,50,4,20,6.408386115619614,175000,16.375
Ackley,50,4,21,5.882578555362112,175000,16.447
Ackley,50,4,22,0.07739147803143398,175000,16.383
Ackley,50,4,23,4.685268253838807,175000,16.516
Ackley,50,4,24,0.03637951196005007,175000,16.522
Ackley,50,4,25,1.1998553200794153,175000,16.413
Ackley,50,4,26,6.769395674759439,175000,16.497
Ackley,50,4,27,7.511631579406986,175000,16.468
Ackley,50,4,28,0.5705615996610018,175000,16.51
Ackley,50,4,29,0.0910988658722478,175000,16.488
Ackley,50,4,3,0.23534484918527854,175000,16.451
Ackley,50,4,4,4.8408195033855925,175000,16.454
Ackley,50,4,5,0.10977693691430135,175000,16.468
Ackley,50,4,6,7.7378708481874,175000,16.37
Ackley,50,4,7,7.894849360513666,175000,16.445
Ackley,50,4,8,4.521788050875397,175000,16.405
Ackley,50,4,9,6.236370735694813,175000,16.474
Ackley,50,59,0,0.04861010058397186,175000,29.644
Ackley,50,59,1,0.034934155558624,175000,29.657
Ackley,50,59,10,0.1245907445417882,175000,29.569
Ackley,50,59,11,0.027701811955826106,175000,29.624
Ackley,50,59,12,0.05198261874323551,175000,29.441
Ackley,50,59,13,0.054977837970956234,175000,29.49
Ackley,50,59,14,0.034237942126531085,175000,29.6
Ackley,50,59,15,0.24301645892767398,175000,29.579
Ackley,50,59,16,0.07578739336807461,175000,29.538
Ackley,50,59,17,0.02178117911993782,175000,29.691
Ackley,50,59,18,0.026501129976129523,175000,29.39
Ackley,50,59,19,0.05623365401383085,175000,29.507
Ackley,50,59,2,0.2888195014431081,175000,29.693
Ackley,50,59,20,0.02785347801800997,175000,29.893
Ackley,50,59,21,0.04702681949234888,175000,29.592
Ackley,50,59,22,0.044303378495989865,175000,29.728
Ackley,50,59,23,0.31454391549183613,175000,29.611
Ackley,50,59,24,0.03409443753155772,175000,29.805
Ackley,50,59,25,0.23159498752960106,175000,29.523
Ackley,50,59,26,0.04452485244150184,175000,29.639
Ackley,50,59,27,0.04340114650585436,175000,29.54
Ackley,50,59,28,0.025233823195016658,175000,29.766
Ackley,50,59,29,0.028109561447927423,175000,29.661
Ackley,50,59,3,0.02799022964493192,175000,29.693
Ackley,50,59,4,0.7082218819545436,175000,29.682
Ackley,50,59,5,0.05582879912937999,175000,29.748
Ackley,50,59,6,0.03986263500562304,175000,29.608
Ackley,50,59,7,0.02910033231988196,175000,29.638
Ackley,50,59,8,0.17627078205572433,175000,29.596
Ackley,50,59,9,0.028562414643474643,175000,30.015
Ackley,50,8,0,0.007994802881729601,175000,18.29
Ackley,50,8,1,6.956441400490849,175000,18.156
Ackley,50,8,10,0.31054996769728804,175000,18.086
Ackley,50,8,11,8.392556502770326,175000,18.105
Ackley,50,8,12,5.801266752156167,175000,18.056
Ackley,50,8,13,8.493583055168807,175000,18.086
Ackley,50,8,14,0.2831640016770547,175000,18.015
Ackley,50,8,15,0.11471122530995759,175000,18.104
Ackley,50,8,16,0.8793179184136517,175000,18.174
Ackley,50,8,17,0.8201654157868039,175000,18.118
Ackley,50,8,18,0.8979287844651904,175000,18.156
Ackley,50,8,19,8.209732492305807,175000,18.189
Ackley,50,8,2,1.6464578546296882,175000,18.25
Ackley,50,8,20,0.4508533563556658,175000,18.162
Ackley,50,8,21,6.807496723849324,175000,18.109
Ackley,50,8,22,0.24112635726993448,175000,18.234
Ackley,50,8,23,0.15502239585939792,175000,18.138
Ackley,50,8,24,0.2901779043068271,175000,18.256
Ackley,50,8,25,0.16533218635089897,175000,18.316
Ackley,50,8,26,0.16049749543385206,175000,18.262
Ackley,50,8,27,0.11259645976067079,175000,18.218
Ackley,50,8,28,0.4418058812962973,175000,18.302
Ackley,50,8,29,5.527103787562108,175000,18.31
Ackley,50,8,3,5.580254484548949,175000,18.188
Ackley,50,8,4,4.592935755097535,175000,18.214
Ackley,50,8,5,6.807597259687757,175000,18.213
Ackley,50,8,6,6.491750030752957,175000,18.139
Ackley,50,8,7,0.41891954080575333,175000,18.039
Ackley,50,8,8,6.6922228959275,175000,18.108
Ackley,50,8,9,5.962593624588383,175000,18.135
Branin,2,16,0,0.3978873581995508,7000,0.689
Branin,2,16,1,0.39788735788776464,7000,0.686
Branin,2,16,10,0.39788737626084014,7000,0.71
Branin,2,16,11,0.39797237291045207,7000,0.707
Branin,2,16,12,0.3978873609460649,7000,0.699
Branin,2,16,13,0.3978873580375719,7000,0.698
Branin,2,16,14,0.3978873578449722,7000,0.697
Branin,2,16,15,0.3978873771490079,7000,0.688
Branin,2,16,16,0.39788735989704804,7000,0.685
Branin,2,16,17,0.3978873582894451,7000,0.692
Branin,2,16,18,0.39788735778096296,7000,0.685
Branin,2,16,19,0.39788735808473596,7000,0.724
Branin,2,16,2,0.3978873580118467,7000,0.711
Branin,2,16,20,0.39788735787607266,7000,0.687
Branin,2,16,21,0.39788735898208394,7000,0.695
Branin,2,16,22,0.3978873619621339,7000,0.676
Branin,2,16,23,0.3978873581416327,7000,0.691
Branin,2,16,24,0.3978873611765916,7000,0.687
Branin,2,16,25,0.39788735866722647,7000,0.685
Branin,2,16,26,0.3978873581164848,7000,0.682
Branin,2,16,27,0.3978873581057538,7000,0.686
Branin,2,16,28,0.397887358371781,7000,0.707
Branin,2,16,29,0.3978873589568792,7000,0.672
Branin,2,16,3,0.39788735830227395,7000,0.686
Branin,2,16,4,0.3978873586281555,7000,0.705
Branin,2,16,5,0.3978873579884574,7000,0.707
Branin,2,16,6,0.3978873605925326,7000,0.741
Branin,2,16,7,0.39788735791136176,7000,0.707
Branin,2,16,8,0.3978873586111149,7000,0.697
Branin,2,16,9,0.3978873581461606,7000,0.708
Branin,2,32,0,0.39788735908026673,7000,1.107
Branin,2,32,1,0.3978877280635835,7000,1.104
Branin,2,32,10,0.3978873584047182,7000,1.083
Branin,2,32,11,0.39801106406056697,7000,1.077
Branin,2,32,12,0.39791364994613687,7000,1.094
Branin,2,32,13,0.39788735813290543,7000,1.096
Branin,2,32,14,0.3978873578263826,7000,1.079
Branin,2,32,15,0.397887363027964,7000,1.112
Branin,2,32,16,0.3978874904588068,7000,1.107
Branin,2,32,17,0.39788736026980587,7000,1.105
Branin,2,32,18,0.397887358763219,7000,1.101
Branin,2,32,19,0.3978873584810074,7000,1.103
Branin,2,32,2,0.3978873594819188,7000,1.113
Branin,2,32,20,0.3978873577302515,7000,1.113
Branin,2,32,21,0.39788735773983674,7000,1.102
Branin,2,32,22,0.3978873583538274,7000,1.096
Branin,2,32,23,0.39788735773443484,7000,1.085
Branin,2,32,24,0.3979080019236143,7000,1.102
Branin,2,32,25,0.39788736005048264,7000,1.11
Branin,2,32,26,0.39788735934864583,7000,1.113
Branin,2,32,27,0.3978873591435246,7000,1.098
Branin,2,32,28,0.39788735990614654,7000,1.099
Branin,2,32,29,0.39788735921829144,7000,1.118
Branin,2,32,3,0.3978873577491928,7000,1.118
Branin,2,32,4,0.39788735947086096,7000,1.139
Branin,2,32,5,0.39788735874085823,7000,1.123
Branin,2,32,6,0.39788735947137077,7000,1.102
Branin,2,32,7,0.3978873609417164,7000,1.097
Branin,2,32,8,0.39788735875329984,7000,1.114
Branin,2,32,9,0.39788736062271823,7000,1.195
Branin,2,4,0,0.39788735794086705,7000,0.448
Branin,2,4,1,0.39788735786555485,7000,0.467
Branin,2,4,10,0.3978873578989077,7000,0.47
Branin,2,4,11,0.3980321588327733,7000,0.47
Branin,2,4,12,0.3978873577376767,7000,0.461
Branin,2,4,13,0.39788735802315145,7000,0.454
Branin,2,4,14,0.3978873592580996,7000,0.466
Branin,2,4,15,0.3978873581281963,7000,0.467
Branin,2,4,16,0.39788735809104203,7000,0.468
Branin,2,4,17,0.39788735781510454,7000,0.468
Branin,2,4,18,0.3978873582112019,7000,0.483
Branin,2,4,19,0.39788735814959253,7000,0.459
Branin,2,4,2,0.3978873579362734,7000,0.465
Branin,2,4,20,0.39788735773813677,7000,0.47
Branin,2,4,21,0.39788735780966,7000,0.457
