config,N,K,p,arm,chi,n_eff,entropy
paper defaults,200,4,0.3,shuffled,0.40032180938072315,0.8618776056069297,0.9495416316245249
paper defaults,200,4,0.3,shuffled,0.3653437531660767,0.882241837365631,0.9515780357766328
paper defaults,200,4,0.3,shuffled,0.3910204891453977,0.8673801563449871,0.937941958699925
paper defaults,200,4,0.3,shuffled,0.559004971732969,0.7619125648053591,0.8820143438338951
paper defaults,200,4,0.3,shuffled,0.44633139148546525,0.8338811160749745,0.9152696204999085
paper defaults,200,4,0.3,shuffled,0.3458755751319194,0.8931522710912827,0.956072384939843
paper defaults,200,4,0.3,shuffled,0.3936612534863676,0.8658239675612011,0.9463195197859605
paper defaults,200,4,0.3,shuffled,0.4577418897290691,0.8267690368561674,0.9217492651195867
paper defaults,200,4,0.3,shuffled,0.4291775182423399,0.8444566984070719,0.9298990744063077
paper defaults,200,4,0.3,shuffled,0.8979328740499964,0.5536229665662817,0.6584258730767693
paper defaults,200,4,0.3,shuffled,0.475993673058386,0.8152816544684539,0.9182163303012828
paper defaults,200,4,0.3,shuffled,0.5771058052159567,0.7501587840015119,0.8074999404361684
paper defaults,200,4,0.3,shuffled,1.0631703137319137,0.46941059654485034,0.5075618230437382
paper defaults,200,4,0.3,shuffled,0.7469464651712334,0.6418777659229995,0.8251210267675932
paper defaults,200,4,0.3,shuffled,0.46321395847556435,0.823338571639276,0.9348200179964784
paper defaults,200,4,0.3,shuffled,0.8172899300238371,0.5995337439077391,0.778647320265294
paper defaults,200,4,0.3,shuffled,0.7598772966946155,0.6339491808432421,0.7914960607018211
paper defaults,200,4,0.3,shuffled,0.6527693463075642,0.7012092538455239,0.8419277211036365
paper defaults,200,4,0.3,shuffled,1.008168549270914,0.4959324061118368,0.5423057431511227
paper defaults,200,4,0.3,shuffled,0.5240908853006607,0.7845160038320271,0.8909267142761622
paper defaults,200,4,0.3,shuffled,0.8087768786449636,0.6045510459713532,0.7853861715619017
paper defaults,200,4,0.3,shuffled,0.9055497791877596,0.5494443900621043,0.7263991153821125
paper defaults,200,4,0.3,shuffled,0.678435628430739,0.6848025660663584,0.8379100614434967
paper defaults,200,4,0.3,shuffled,0.922243916209639,0.5403846057023997,0.6104959389137443
paper defaults,200,4,0.3,shuffled,0.49792376338543404,0.801328234150038,0.8878095272127998
paper defaults,200,4,0.3,shuffled,0.6712365694403644,0.689389623261191,0.7504823170210886
paper defaults,200,4,0.3,shuffled,0.5246600836784204,0.7841487753945586,0.8899841186890833
paper defaults,200,4,0.3,shuffled,0.7666158230113891,0.6298419810505577,0.7813966311084133
paper defaults,200,4,0.3,shuffled,0.6301413963429382,0.7157795567605132,0.8679147465028743
paper defaults,200,4,0.3,shuffled,0.22503278346756425,0.9518010303151497,0.9778584766645989
paper defaults,200,4,0.3,shuffled,0.5416538201253472,0.7731626815912712,0.8704631216598387
paper defaults,200,4,0.3,shuffled,0.840719885910526,0.5858883197452964,0.700661309622754
paper defaults,200,4,0.3,shuffled,0.5589618263431783,0.7619405668365533,0.889279253604863
paper defaults,200,4,0.3,shuffled,0.45243508636457497,0.8300838956494833,0.9306742384193096
paper defaults,200,4,0.3,shuffled,0.7138189383521882,0.6624545699606049,0.7431688635776134
paper defaults,200,4,0.3,shuffled,0.31176946397473243,0.9114106989907825,0.9651382649136363
paper defaults,200,4,0.3,shuffled,0.39925827258390256,0.8625097613718434,0.942948641818688
paper defaults,200,4,0.3,shuffled,0.47894301486597096,0.8134139035983842,0.8984357034105332
paper defaults,200,4,0.3,shuffled,0.5009372715980894,0.7994000342376122,0.9123905628968848
paper defaults,200,4,0.3,shuffled,0.5984549590500522,0.7362965973687768,0.8468425807191983
paper defaults,200,4,0.3,shuffled,0.6250669266271517,0.7190578636456911,0.7892968613615562
paper defaults,200,4,0.3,shuffled,0.5702126932532243,0.7546358133314754,0.8686724292012755
paper defaults,200,4,0.3,shuffled,0.5690346581621815,0.7554008656666261,0.8360328936720431
paper defaults,200,4,0.3,shuffled,0.4086642097453014,0.8568933031317137,0.9367914229691533
paper defaults,200,4,0.3,shuffled,0.5721283406830788,0.7533916723779898,0.8840632301888955
paper defaults,200,4,0.3,shuffled,0.6245558111377366,0.7193882523136392,0.8334324223525362
paper defaults,200,4,0.3,shuffled,0.495188508696502,0.8030763225318477,0.916001613405304
paper defaults,200,4,0.3,shuffled,0.7258614662581252,0.6549325166245807,0.6227510916110796
paper defaults,200,4,0.3,shuffled,0.18394536432652028,0.967271501063632,0.9897692564190791
paper defaults,200,4,0.3,shuffled,0.24079764620688685,0.9451943191297486,0.9577598588457936
paper defaults,200,4,0.3,shuffled,0.24702423168872883,0.9424884401846328,0.9712571327263559
paper defaults,200,4,0.3,shuffled,0.5280540832947596,0.7819579683207923,0.8437046138448726
paper defaults,200,4,0.3,shuffled,0.3620554041857416,0.8841075443633436,0.9429631876132498
paper defaults,200,4,0.3,shuffled,0.4915107030785979,0.8054235473971794,0.9431011850801119
paper defaults,200,4,0.3,shuffled,0.7277995102655174,0.6537263167248397,0.8379692062281459
paper defaults,200,4,0.3,shuffled,0.7845164310346193,0.61901642069893,0.7408578088813395
paper defaults,200,4,0.3,shuffled,0.46180768783495674,0.8242213325987938,0.9377566775057949
paper defaults,200,4,0.3,shuffled,0.4166231580900995,0.8520973289511898,0.9105220083442612
paper defaults,200,4,0.3,shuffled,0.7354700702975747,0.6489645473438967,0.8238181088097514
paper defaults,200,4,0.3,shuffled,0.5909865601761811,0.7411441898223413,0.8856797029648167
paper defaults,200,4,0.3,shuffled,0.6543710084999523,0.7001813527568931,0.8766564546108222
paper defaults,200,4,0.3,shuffled,0.5123657570139597,0.7920674953847323,0.9087547787058757
paper defaults,200,4,0.3,shuffled,0.42102123407220476,0.8494308408962761,0.9281027422601876
paper defaults,200,4,0.3,shuffled,0.5162111460250386,0.7895938184494938,0.9132235079693728
paper defaults,200,4,0.3,shuffled,0.5610015683833206,0.7606166338874917,0.8813467040098654
paper defaults,200,4,0.3,shuffled,0.18069007184937724,0.968383346944303,0.9763189384459215
paper defaults,200,4,0.3,shuffled,0.5219661986666984,0.785886291633356,0.9137558037895345
paper defaults,200,4,0.3,shuffled,0.6946932735037004,0.6744913307646164,0.8836946386244762
paper defaults,200,4,0.3,shuffled,0.6156777985962151,0.7251320574455948,0.8599587721832219
paper defaults,200,4,0.3,shuffled,0.6556358750132248,0.6993699513024023,0.8766636935894906
paper defaults,200,4,0.3,shuffled,0.907627086624232,0.5483096651490732,0.6438197237000807
paper defaults,200,4,0.3,shuffled,0.6081360945901476,0.7300178548010383,0.8938893542952892
paper defaults,200,4,0.3,shuffled,0.38614627125319206,0.8702395071096931,0.9226122732357107
paper defaults,200,4,0.3,shuffled,0.6912680409803174,0.6766579706878898,0.8658883903434352
paper defaults,200,4,0.3,shuffled,0.3724171615815104,0.8781986414306143,0.9347959261520463
paper defaults,200,4,0.3,shuffled,0.6810898812294176,0.6831145035356901,0.8364483849996863
paper defaults,200,4,0.3,shuffled,0.2877045048803474,0.9235538615267167,0.9725871287582155
paper defaults,200,4,0.3,shuffled,0.12735577046578106,0.9840393808677226,0.9882682747581687
paper defaults,200,4,0.3,shuffled,0.7353336911002254,0.6490490365722503,0.8148539027317585
paper defaults,200,4,0.3,shuffled,0.5349328738500584,0.7775123647161089,0.8772060461643713
paper defaults,200,4,0.3,shuffled,0.22790653262699745,0.9506233063689314,0.9755678580459919
paper defaults,200,4,0.3,shuffled,0.3444463942136282,0.8939399927339992,0.9560305966053695
paper defaults,200,4,0.3,shuffled,0.3184539064014647,0.907924728885188,0.963846688245562
paper defaults,200,4,0.3,shuffled,0.6132571920169602,0.7266996210018506,0.8884270735824363
paper defaults,200,4,0.3,shuffled,0.3047537897899651,0.9150178353097969,0.9319273542538362
paper defaults,200,4,0.3,shuffled,0.534999298827886,0.7774694033308894,0.9079838909507658
paper defaults,200,4,0.3,shuffled,0.2242028166234624,0.9521389250302208,0.9820616320480914
paper defaults,200,4,0.3,shuffled,0.21771409760485885,0.9547456041932197,0.9783832822961953
paper defaults,200,4,0.3,shuffled,0.3237911775532255,0.9051078366941444,0.9519355743202997
paper defaults,200,4,0.3,shuffled,0.3498067693163497,0.8909759300261086,0.9597311140571309
paper defaults,200,4,0.3,shuffled,0.6472361441595561,0.7047640368631797,0.7980900530064193
paper defaults,200,4,0.3,shuffled,0.5323650173547326,0.7791727062665044,0.8921338447423566
paper defaults,200,4,0.3,shuffled,0.6708035535388603,0.6896659181506107,0.7625367059332958
paper defaults,200,4,0.3,shuffled,0.04840932048878482,0.9976620166656399,0.9989207265232506
paper defaults,200,4,0.3,shuffled,0.6478873010457021,0.7043454108353459,0.7906656428653369
paper defaults,200,4,0.3,shuffled,0.8063992718653122,0.605957855562713,0.8357192722989255
paper defaults,200,4,0.3,shuffled,0.25928289527081416,0.9370072339452072,0.9751283466210307
paper defaults,200,4,0.3,shuffled,0.40787741280809836,0.8573652940433366,0.93754719463961
paper defaults,200,4,0.3,shuffled,0.6892237360693175,0.677952607743976,0.8514962395154866
paper defaults,200,4,0.3,shuffled,0.5249433777765653,0.7839659828542433,0.8921983922831576
paper defaults,200,4,0.3,shuffled,0.15173220108465027,0.9774954536911683,0.9917085991130733
paper defaults,200,4,0.3,shuffled,0.9895092617203987,0.5052728815072177,0.7626218835306332
paper defaults,200,4,0.3,shuffled,0.22566748428338343,0.9515419520479845,0.9776726968725414
paper defaults,200,4,0.3,shuffled,0.6373679575369396,0.7111172231567872,0.8527379400665918
paper defaults,200,4,0.3,shuffled,0.7819682522837904,0.6205497478144012,0.6982017619823169
paper defaults,200,4,0.3,shuffled,0.28615976009937627,0.9243106004636893,0.9700542731769463
paper defaults,200,4,0.3,shuffled,0.37730984833660874,0.8753787050701849,0.9306062060946563
paper defaults,200,4,0.3,shuffled,0.5207243474533132,0.7866868382002798,0.9108087960942375
paper defaults,200,4,0.3,shuffled,0.25529031894587145,0.9388145043514713,0.9763439325325274
paper defaults,200,4,0.3,shuffled,0.4162789002718107,0.8523055680506985,0.9254703478590237
paper defaults,200,4,0.3,shuffled,0.2005271892754111,0.9613432777585239,0.9808518841759226
paper defaults,200,4,0.3,shuffled,0.547945373367378,0.7690863394338681,0.871836052737392
paper defaults,200,4,0.3,shuffled,0.46611932386874244,0.8215123024877511,0.9195383881072791
paper defaults,200,4,0.3,shuffled,0.27973222425832506,0.9274286030357348,0.9746201164074024
paper defaults,200,4,0.3,shuffled,0.6869371765551883,0.6794019730701999,0.6840035743863504
paper defaults,200,4,0.3,shuffled,0.5314770176399989,0.7797466604519208,0.907644821365431
paper defaults,200,4,0.3,shuffled,0.20524831392218498,0.9595760635621767,0.984542818186009
paper defaults,200,4,0.3,shuffled,0.454973083065676,0.8285000667096768,0.9338258354865854
paper defaults,200,4,0.3,shuffled,0.6587009319560065,0.6974050656396168,0.8415496498034144
paper defaults,200,4,0.3,shuffled,0.5957569002734546,0.7380475319165737,0.8778745082181365
paper defaults,200,4,0.3,shuffled,0.5681496482236303,0.7559755961861181,0.8416740761011893
paper defaults,200,4,0.3,shuffled,0.6654848618022989,0.6930630824682812,0.8766594986550338
paper defaults,200,4,0.3,shuffled,0.053452489536869444,0.99715097151714,0.9987055748878758
paper defaults,200,4,0.3,shuffled,0.5192495086455671,0.7876372133888577,0.8986263234524116
paper defaults,200,4,0.3,shuffled,0.06736979234227353,0.9954818177036869,0.9979635260533956
paper defaults,200,4,0.3,shuffled,0.6423280062513003,0.7079218670378435,0.8718078093621169
paper defaults,200,4,0.3,shuffled,0.5841234307237936,0.7456008530134611,0.8957385879343714
paper defaults,200,4,0.3,shuffled,0.4387298770412497,0.8385857417444663,0.9335145508991889
paper defaults,200,4,0.3,shuffled,0.5627398618895141,0.7594881994026694,0.9136297756395649
paper defaults,200,4,0.3,shuffled,0.5855980144396207,0.7446432036771775,0.8899892173576696
paper defaults,200,4,0.3,shuffled,0.7692889801432782,0.6282174411580488,0.7852024589350727
paper defaults,200,4,0.3,shuffled,0.5192113308644636,0.7876618095213197,0.8731316898096724
paper defaults,200,4,0.3,shuffled,0.18969049749283026,0.9652672845673965,0.9875410189443439
paper defaults,200,4,0.3,shuffled,0.4478270011446616,0.8329522417495914,0.9060028760085002
paper defaults,200,4,0.3,shuffled,0.7085785392195956,0.6657419306013136,0.8110359459175441
paper defaults,200,4,0.3,shuffled,0.4824860132948655,0.8111663518025081,0.9343071224880705
paper defaults,200,4,0.3,shuffled,0.14061008687770815,0.9806121249560703,0.9929074730598602
paper defaults,200,4,0.3,shuffled,0.4712856186503403,0.8182568590961086,0.9396954838044563
paper defaults,200,4,0.3,shuffled,0.5213841641713313,0.7862615286166741,0.9112288638302912
paper defaults,200,4,0.3,shuffled,0.4812360459883026,0.8119597567165678,0.8833124811289821
paper defaults,200,4,0.3,shuffled,0.15832539898190862,0.9755460534515704,0.9882322236758508
paper defaults,200,4,0.3,shuffled,0.29497575767220524,0.9199541478246189,0.9678518077562299
paper defaults,200,4,0.3,shuffled,0.9999999765248896,0.5000000117375553,3.261513048613154e-07
paper defaults,200,4,0.3,shuffled,0.6065921963292296,0.7310186835762992,0.8074282782514357
paper defaults,200,4,0.3,shuffled,0.7138804187016032,0.6624160522878052,0.7822436283739767
paper defaults,200,4,0.3,shuffled,0.3861784146004988,0.8702207070500976,0.9487706292401442
paper defaults,200,4,0.3,shuffled,0.8526733247961563,0.5790214287051866,0.6576118980951713
paper defaults,200,4,0.3,shuffled,0.5722497468999658,0.7533128214816734,0.8646683242816969
paper defaults,200,4,0.3,shuffled,0.6765675504200938,0.6859916692533219,0.8413105772765116
paper defaults,200,4,0.3,shuffled,0.548422500782068,0.7687770492197347,0.8804135819433203
paper defaults,200,4,0.3,shuffled,0.5957487993488224,0.7380527896973502,0.8587748468955537
paper defaults,200,4,0.3,shuffled,0.5085741170158387,0.7945035402918773,0.8989760509793026
paper defaults,200,4,0.3,shuffled,0.11435123755788995,0.987092574616174,0.9941236859729529
paper defaults,200,4,0.3,shuffled,0.21995566617011744,0.9538521602534845,0.9779546663017552
paper defaults,200,4,0.3,shuffled,0.6298728620386571,0.7159529527337791,0.8172361023960334
paper defaults,200,4,0.3,shuffled,0.2463157975330373,0.9427989969472884,0.9733595924144909
paper defaults,200,4,0.3,shuffled,0.31701736734315084,0.908677864448313,0.9608074140655394
paper defaults,200,4,0.3,shuffled,0.5731735069894931,0.752712851004342,0.913078305533391
paper defaults,200,4,0.3,shuffled,0.26895799809923643,0.9325414398834447,0.968595058605463
paper defaults,200,4,0.3,shuffled,0.7257487409349218,0.6550027124288181,0.8300018888879656
paper defaults,200,4,0.3,shuffled,0.5160853667731666,0.7896747775126398,0.9019838412966371
paper defaults,200,4,0.3,shuffled,0.7122716017556115,0.6634243637831407,0.8316786136420445
paper defaults,200,4,0.3,shuffled,0.828551306802071,0.5929449273190119,0.7037266123569711
paper defaults,200,4,0.3,shuffled,0.9223087256935757,0.5403496991063803,0.731090477875866
paper defaults,200,4,0.3,shuffled,1.0523951817043964,0.4744878289287322,0.5124570466778977
paper defaults,200,4,0.3,shuffled,0.7147551801831302,0.6618681369705912,0.5910656779722027
paper defaults,200,4,0.3,shuffled,0.9735188249798861,0.5134158375489347,0.6942457950135176
paper defaults,200,4,0.3,shuffled,1.0630103058170433,0.46948557159416043,0.5074560111558569
paper defaults,200,4,0.3,shuffled,0.4904411021037825,0.8061054591061985,0.87027636971835
paper defaults,200,4,0.3,shuffled,0.3707574179731979,0.8791509727623009,0.9320123134469275
paper defaults,200,4,0.3,shuffled,0.8271788395045457,0.5937449565455795,0.7366625478218684
paper defaults,200,4,0.3,shuffled,0.4204238285771761,0.8497936987363504,0.9411095035568774
paper defaults,200,4,0.3,shuffled,0.5003640927154147,0.7997669637236535,0.9075723867037825
paper defaults,200,4,0.3,shuffled,0.6448845133775447,0.7062765205856003,0.824478636539557
paper defaults,200,4,0.3,shuffled,0.18495791873186082,0.9669221429886444,0.9874905441850614
paper defaults,200,4,0.3,shuffled,0.2594560950089246,0.9369283578412029,0.9689738012096476
paper defaults,200,4,0.3,shuffled,0.5470044323113447,0.7696962288341747,0.9126053275673452
paper defaults,200,4,0.3,shuffled,0.4341653202314531,0.8413970546219453,0.9429945444880171
paper defaults,200,4,0.3,shuffled,0.2862456543024391,0.9242685971339941,0.9699363023198513
paper defaults,200,4,0.3,shuffled,0.1312381282154625,0.9830681780289391,0.9920245757054239
paper defaults,200,4,0.3,shuffled,0.35874802705874587,0.8859749001806139,0.9576979394559777
paper defaults,200,4,0.3,shuffled,0.3611633041515661,0.8846121373365607,0.9681809571147308
paper defaults,200,4,0.3,shuffled,0.3612769511754249,0.884547893088441,0.9586090350503383
paper defaults,200,4,0.3,shuffled,0.8374039456886113,0.5878046862962538,0.7539221115559633
paper defaults,200,4,0.3,shuffled,0.5051578304624694,0.7966956673212656,0.8907382502898035
paper defaults,200,4,0.3,shuffled,0.5583763041351146,0.7623205695754567,0.8454881861193858
paper defaults,200,4,0.3,shuffled,0.08546356302210724,0.9927489412778766,0.9947248302079151
paper defaults,200,4,0.3,shuffled,0.6933446415591141,0.6753440306592089,0.7210872983259841
paper defaults,200,4,0.3,shuffled,0.5746386279668866,0.7517612529029012,0.8638046724576828
paper defaults,200,4,0.3,shuffled,0.7527899562013758,0.6382872585097199,0.7597758208582139
paper defaults,200,4,0.3,shuffled,0.6621170550550916,0.6952173936145464,0.810190090769108
paper defaults,200,4,0.3,shuffled,0.46047458408953923,0.825057428007793,0.9100444197242079
paper defaults,200,4,0.3,shuffled,0.4118972511003544,0.8549497799321042,0.919355763636501
paper defaults,200,4,0.3,shuffled,0.8820526067343982,0.562424381710663,0.669824297656017
paper defaults,200,4,0.3,shuffled,0.16362457621275875,0.9739251013708008,0.9904643663099928
paper defaults,200,4,0.3,shuffled,0.2321626461713318,0.9488570830805482,0.9802665318192174
paper defaults,200,4,0.3,shuffled,0.6604718197108423,0.6962706925382441,0.8305375718109524
paper defaults,200,4,0.3,shuffled,0.5024092749319079,0.7984573296332413,0.9073936222089589
paper defaults,200,4,0.3,shuffled,0.5936735915902583,0.7393997798953033,0.8105722859275934
paper defaults,200,4,0.3,shuffled,0.7148763315106594,0.6617922712731429,0.7895507223858304
paper defaults,200,4,0.3,shuffled,0.9204527820007781,0.5413501299838719,0.7698364145265542
paper defaults,200,4,0.3,shuffled,0.5272687852070382,0.7824650386987568,0.8759158590961511
paper defaults,200,4,0.3,shuffled,0.879292815229619,0.563966217198803,0.6642332142028968
paper defaults,200,4,0.3,shuffled,0.6919976442329306,0.6761961915726428,0.8275932209517292
paper defaults,200,4,0.3,shuffled,0.8151326654160806,0.6008022167518355,0.6826926765626752
paper defaults,200,4,0.3,shuffled,0.8233273382600231,0.595994473979708,0.7159627515648606
paper defaults,200,4,0.3,shuffled,0.6445748321899575,0.7064757688364248,0.8381958178219402
paper defaults,200,4,0.3,shuffled,0.8536641887287214,0.5784551329908465,0.7080509815991457
paper defaults,200,4,0.3,shuffled,0.8342316996959548,0.5896426223362522,0.7519255665621313
paper defaults,200,4,0.3,shuffled,0.5578539015261358,0.7626595912639408,0.834673336657019
paper defaults,200,4,0.3,shuffled,0.4065677926251302,0.8581500531490421,0.9390826006504482
paper defaults,200,4,0.3,shuffled,0.262007034754585,0.9357620971406556,0.9663304335953764
paper defaults,200,4,0.3,shuffled,0.2588855999440587,0.9371880155057366,0.9705436261257453
paper defaults,200,4,0.3,shuffled,0.5971275004537901,0.7371580152937798,0.8828433880941061
paper defaults,200,4,0.3,shuffled,0.44234062005916197,0.8363545077655704,0.9378681453123516
paper defaults,200,4,0.3,shuffled,0.19628976447819524,0.9628997873714078,0.9851167257554249
paper defaults,200,4,0.3,shuffled,0.5349061420838469,0.7775296537351254,0.8846406422101668
paper defaults,200,4,0.3,shuffled,0.6331526810155865,0.7138358358329822,0.8562005488127489
paper defaults,200,4,0.3,shuffled,0.07161066915802634,0.9948980751818564,0.9976901923398944
paper defaults,200,4,0.3,shuffled,0.4921052162793067,0.8050443798176681,0.921052518001305
paper defaults,200,4,0.3,shuffled,0.6117596286643111,0.7276697209768298,0.8274220479242002
paper defaults,200,4,0.3,shuffled,0.20979750245382117,0.9578406513588174,0.9865132253997309
paper defaults,200,4,0.3,shuffled,0.5357703571621825,0.7769706667530495,0.9006994667254443
paper defaults,200,4,0.3,shuffled,0.4469333263622338,0.8335073987028472,0.9118365718506317
paper defaults,200,4,0.3,shuffled,0.20449041819041452,0.9598620890437884,0.9807955142688528
paper defaults,200,4,0.3,shuffled,0.5550370771217229,0.7644873270851109,0.8699108646524247
paper defaults,200,4,0.3,shuffled,0.5422171569931141,0.7727978583012682,0.9035028637576173
paper defaults,200,4,0.3,shuffled,0.6310640759464003,0.7151838483180785,0.849745771181743
paper defaults,200,4,0.3,shuffled,0.36503059556320355,0.8824198994341804,0.9510720701761294
paper defaults,200,4,0.3,shuffled,0.6985948655937366,0.6720273002023703,0.7872209550760187
paper defaults,200,4,0.3,shuffled,0.4329900739445826,0.8421191596242168,0.9289999665704318
paper defaults,200,4,0.3,shuffled,0.7417391321456039,0.6450876503809255,0.8212021282174653
paper defaults,200,4,0.3,shuffled,0.6679273323148753,0.691502236285985,0.8601883281306979
paper defaults,200,4,0.3,shuffled,0.6248907254198478,0.7191717575926312,0.8630321445745491
paper defaults,200,4,0.3,shuffled,0.3888096883487515,0.8686791844488025,0.9212766569025798
paper defaults,200,4,0.3,shuffled,0.7113569937732331,0.6639979382865205,0.8440886959428665
paper defaults,200,4,0.3,shuffled,0.6052562368100196,0.7318848729516557,0.8426105044959993
paper defaults,200,4,0.3,shuffled,0.4286606716271691,0.8447729876752939,0.9217098268662816
paper defaults,200,4,0.3,shuffled,0.556147664012086,0.7637667675659567,0.8823128091646314
paper defaults,200,4,0.3,shuffled,0.4239243387896686,0.8476646260888595,0.9047848517016706
paper defaults,200,4,0.3,shuffled,0.33274767370068437,0.9003160893487813,0.9516779542427861
paper defaults,200,4,0.3,shuffled,0.7140408001277831,0.6623155781850515,0.7398802492571507
paper defaults,200,4,0.3,shuffled,0.9387810876905709,0.531544528486146,0.6497714899005474
paper defaults,200,4,0.3,shuffled,0.24199259548220867,0.944679193205938,0.9783955307172922
paper defaults,200,4,0.3,shuffled,0.7806246273761309,0.6213592970953392,0.7535036026163344
paper defaults,200,4,0.3,shuffled,0.2670775438004554,0.9334188468435598,0.9686012148798356
paper defaults,200,4,0.3,shuffled,0.8631798768926403,0.5730397956500685,0.7410829628682348
paper defaults,200,4,0.3,shuffled,0.16420540400078187,0.9737445226217175,0.9871670614072178
paper defaults,200,4,0.3,shuffled,0.6312978702720762,0.7150329231745565,0.8810584451079836
paper defaults,200,4,0.3,shuffled,0.6675495149166184,0.6917435917024817,0.6489964538348757
paper defaults,200,4,0.3,shuffled,0.6661587020439655,0.6926323372476259,0.7606422893704777
paper defaults,200,4,0.3,shuffled,0.3887046632715245,0.8687408086157423,0.9283387783101387
paper defaults,200,4,0.3,shuffled,0.5240491723458433,0.7845429135276537,0.8787672229271276
paper defaults,200,4,0.3,shuffled,0.45985418673905837,0.825446281431721,0.9217462251072147
paper defaults,200,4,0.3,shuffled,0.3849913410199545,0.8709145042851463,0.9565065777765713
paper defaults,200,4,0.3,shuffled,0.024629763694131356,0.999393742511478,0.9997253015381903
paper defaults,200,4,0.3,shuffled,0.34861831023083284,0.8916353427263631,0.9613796884654058
paper defaults,200,4,0.3,shuffled,0.26589749657125816,0.9339671420181127,0.9693366617932335
paper defaults,200,4,0.3,shuffled,0.5529097436781722,0.76586732463308,0.920580486928329
paper defaults,200,4,0.3,shuffled,0.6510529027391033,0.7023113646307956,0.8987012432038216
paper defaults,200,4,0.3,shuffled,0.7787163382915645,0.6225102951608047,0.8478677393068584
paper defaults,200,4,0.3,shuffled,0.6284021741205961,0.7169027717254328,0.8767656263569676
paper defaults,200,4,0.3,shuffled,0.6888536450410068,0.6781871013594838,0.80693138286569
paper defaults,200,4,0.3,shuffled,0.7510419765766159,0.6393600055119871,0.8600769648744344
paper defaults,200,4,0.3,shuffled,0.5250912256108837,0.7838705802648709,0.8930314646812734
paper defaults,200,4,0.3,shuffled,0.1252242139951803,0.9845609968399585,0.988658724805649
paper defaults,200,4,0.3,shuffled,0.717616152052184,0.6600777957703905,0.8530148767613279
paper defaults,200,4,0.3,shuffled,0.47656877152099236,0.8149176916009591,0.9343692103003721
paper defaults,200,4,0.3,shuffled,0.36374257522782427,0.8831514183485785,0.9442401108632676
paper defaults,200,4,0.3,shuffled,0.5252222166284055,0.7837860519258573,0.9265821884837756
paper defaults,200,4,0.3,shuffled,0.5637641876321652,0.758823182834472,0.860383046771909
paper defaults,200,4,0.3,shuffled,0.5625818725038165,0.7595907658526927,0.8879209667790051
paper defaults,200,4,0.3,shuffled,0.523105765348284,0.7851514409785127,0.861143334317653
paper defaults,200,4,0.3,shuffled,0.6151201036536007,0.7254931627622813,0.8946731362041068
paper defaults,200,4,0.3,shuffled,0.602779729286398,0.733490915425063,0.8033485818862243
paper defaults,200,4,0.3,shuffled,0.9204451914512302,0.5413542250669343,0.7330931987203785
paper defaults,200,4,0.3,shuffled,0.7056863013939313,0.667559792253589,0.8465536670411048
paper defaults,200,4,0.3,shuffled,0.2254827716402571,0.9516174105449755,0.9630076293888651
paper defaults,200,4,0.3,shuffled,0.7052361213047942,0.6678429666253372,0.8391192852006882
paper defaults,200,4,0.3,shuffled,0.43028573618283034,0.8437780292887263,0.929631133042654
paper defaults,200,4,0.3,shuffled,0.3902741344104429,0.8678190899275225,0.9211338541605507
paper defaults,200,4,0.3,shuffled,0.6372988807358311,0.7111617517006285,0.8409466871655082
paper defaults,200,4,0.3,shuffled,0.6332042867916297,0.713802536855998,0.8545555703672753
paper defaults,200,4,0.3,shuffled,0.5559137420038349,0.7639185451598127,0.8930858460746987
paper defaults,200,4,0.3,shuffled,0.8437686267296616,0.5841307463677385,0.3955046433502646
paper defaults,200,4,0.3,shuffled,0.5553369239514212,0.7642927916145301,0.9087014905489363
paper defaults,200,4,0.3,shuffled,0.9054882647765525,0.5494780240618315,0.7176362446366167
paper defaults,200,4,0.3,shuffled,0.6108786217950112,0.7282405242036166,0.8138698820306286
paper defaults,200,4,0.3,shuffled,0.5355371080454612,0.7771215453760617,0.8768012486951248
paper defaults,200,4,0.3,shuffled,0.360008191505842,0.885264499604362,0.9502767158784796
paper defaults,200,4,0.3,shuffled,0.5628855887185915,0.7593935928150773,0.89409557125087
paper defaults,200,4,0.3,shuffled,0.5999382589018433,0.735334174709032,0.8868424243027699
paper defaults,200,4,0.3,shuffled,0.8264805571845835,0.5941523132186854,0.7865348554426267
paper defaults,200,4,0.3,shuffled,0.14941445423554336,0.9781628287077982,0.9896827603288026
paper defaults,200,4,0.3,shuffled,0.3509837049168198,0.8903216648536053,0.9421123047770399
paper defaults,200,4,0.3,shuffled,0.5448054195650095,0.7711212351103476,0.9230389918593281
paper defaults,200,4,0.3,shuffled,0.7506119398697251,0.6396240916830089,0.8265013693712975
paper defaults,200,4,0.3,shuffled,0.7878010111083058,0.6170438241648636,0.84480652481897
paper defaults,200,4,0.3,shuffled,0.7707774268565687,0.6273140668085818,0.7919986757848338
paper defaults,200,4,0.3,shuffled,0.7926557398598257,0.6141362664790826,0.799650347049768
paper defaults,200,4,0.3,shuffled,0.36643146135456567,0.8816227377633029,0.9438653388016532
paper defaults,200,4,0.3,shuffled,0.627502105622175,0.7174842114643313,0.8923643075646804
paper defaults,200,4,0.3,shuffled,0.4158389447914589,0.8525715913961021,0.9098447429163493
paper defaults,200,4,0.3,shuffled,0.31038383633954564,0.9121273596271147,0.969628093362773
paper defaults,200,4,0.3,shuffled,0.27024309309561817,0.9319392385224717,0.964473315824265
