variant,function,seed,best,evals,seconds
social,Schwefel_2_26,19,-19279.546607675515,20000,3.020447700007935
social,Schwefel_2_26,20,-19146.650502602817,20000,2.9606812999991234
social,Schwefel_2_26,21,-18018.896053034092,20000,2.989686900007655
social,Schwefel_2_26,22,-19351.79589238915,20000,2.995163400002639
social,Schwefel_2_26,23,-16520.448986946983,20000,2.960421800002223
social,Schwefel_2_26,24,-18935.491992290117,20000,3.0195691999979317
social,Schwefel_2_26,25,-19921.333916306525,20000,3.0511241999920458
social,Schwefel_2_26,26,-19161.907148237235,20000,2.9915483000077074
social,Schwefel_2_26,27,-19301.848393081957,20000,2.9808450999989873
social,Schwefel_2_26,28,-20401.099381504893,20000,2.978049800003646
social,Schwefel_2_26,29,-19873.236348995917,20000,2.9735416999901645
social,Rastrigin,0,23.97520863783069,20000,3.298069700002088
