variant,function,seed,best,evals,seconds
ws_K20,Sphere,1,0.0016114195727402539,105000,10.905217100007576
ws_K20,Sphere,2,0.0008192928791596772,105000,10.835994100008975
ws_K20,Sphere,3,0.0005555859253094441,105000,10.796534599998267
ws_K20,Sphere,4,0.0013758473002588574,105000,10.798597300003166
ws_K20,Sphere,5,0.0010131891877239413,105000,10.784438400005456
ws_K20,Sphere,6,0.0003337183658843666,105000,10.860788899997715
ws_K20,Sphere,7,0.000900532527369572,105000,10.882328000006964
ws_K20,Sphere,8,0.001167367638539641,105000,10.833414099994116
ws_K20,Sphere,9,0.0004060500657723386,105000,10.897558099997696
ws_K20,Sphere,10,0.0016487025408108778,105000,10.957425000000512
ws_K20,Sphere,11,0.00026676869865970015,105000,10.93124999999418
ws_K20,Sphere,12,0.0007074194912658658,105000,10.858452400003443
ws_K20,Sphere,13,0.0004926099639923707,105000,10.763555799989263
ws_K20,Sphere,14,0.0008373979659817763,105000,10.91895160000422
ws_K20,Sphere,15,0.0005663120048953201,105000,10.855140100000426
ws_K20,Sphere,16,0.0006976915661923713,105000,10.861059100003331
ws_K20,Sphere,17,0.0002899232417025164,105000,10.891720100000384
ws_K20,Sphere,18,0.00041861159414955485,105000,10.827331200009212
ws_K20,Sphere,19,0.0012081777599859587,105000,10.80378409998957
ws_K20,Sphere,20,0.000593134439210555,105000,10.937576500000432
ws_K20,Sphere,21,0.0007227563275346487,105000,10.924943999998504
ws_K20,Sphere,22,0.0008685451258614473,105000,10.824708999993163
ws_K20,Sphere,23,0.0006482137189753452,105000,10.929848999992828
ws_K20,Sphere,24,0.0011817709989013368,105000,11.043139400004293
ws_K20,Sphere,25,0.0008160407053685591,105000,10.925793099988368
ws_K20,Sphere,26,0.0014450285161738477,105000,11.0372583999997
ws_K20,Sphere,27,0.0006151709924997514,105000,11.054802000013296
ws_K20,Sphere,28,0.0007331819917877603,105000,10.923873799998546
ws_K20,Sphere,29,0.000383380044826037,105000,11.019913900003303
ws_K20,Rosenbrock,0,47.46892981757242,105000,15.335352099995362
ws_K20,Rosenbrock,1,29.583264154842368,105000,15.27861780000967
ws_K20,Rosenbrock,2,88.55650430709441,105000,15.290568500000518
ws_K20,Rosenbrock,3,247.56306932602084,105000,15.34075689999736
ws_K20,Rosenbrock,4,228.30482158997089,105000,15.28639259999909
ws_K20,Rosenbrock,5,26.292592134320433,105000,15.101089399991906
ws_K20,Rosenbrock,6,36.7502113722379,105000,15.141442699998152
ws_K20,Rosenbrock,7,29.476605968869805,105000,15.165015200007474
ws_K20,Rosenbrock,8,88.52191626992004,105000,15.084006999997655
ws_K20,Rosenbrock,9,76.68908757501595,105000,15.109500700011267
ws_K20,Rosenbrock,10,28.55276119676031,105000,15.112913200006005
ws_K20,Rosenbrock,11,28.612861618747058,105000,15.219853300004615
ws_K20,Rosenbrock,12,28.57865806338592,105000,15.265717300004326
ws_K20,Rosenbrock,13,191.52413432111112,105000,15.160338700006832
ws_K20,Rosenbrock,14,662.3132770323334,105000,15.253795399999944
ws_K20,Rosenbrock,15,30.00567974664838,105000,15.291936600013287
ws_K20,Rosenbrock,16,107.09472006554603,105000,15.232275400005165
ws_K20,Rosenbrock,17,28.196731538678076,105000,15.213189799993415
ws_K20,Rosenbrock,18,32.44198151471489,105000,15.424290199996904
ws_K20,Rosenbrock,19,96.16402839620507,105000,15.484310100000584
ws_K20,Rosenbrock,20,22.269260558853222,105000,15.454674799999339
ws_K20,Rosenbrock,21,24.988899732254243,105000,15.503272200003266
ws_K20,Rosenbrock,22,26.288433671038437,105000,15.416685299991514
ws_K20,Rosenbrock,23,24.89297688731429,105000,15.536591399999452
ws_K20,Rosenbrock,24,195.6762647660798,105000,15.545597299991641
ws_K20,Rosenbrock,25,119.12099817936374,105000,15.55058700000518
ws_K20,Rosenbrock,26,101.72461987932985,105000,15.555880700005218
ws_K20,Rosenbrock,27,80.34701479874079,105000,15.56152140001359
ws_K20,Rosenbrock,28,81.80935107672491,105000,15.538447600003565
ws_K20,Rosenbrock,29,35.04754747961867,105000,15.580269500002032
ws_K20,Step,0,0.0,105000,12.004519599999185
ws_K20,Step,1,0.0,105000,12.304391500001657
ws_K20,Step,2,0.0,105000,12.457561300005182
ws_K20,Step,3,0.0,105000,12.290026099988609
ws_K20,Step,4,0.0,105000,12.238531199996942
ws_K20,Step,5,0.0,105000,12.192774799987092
ws_K20,Step,6,0.0,105000,12.108236000000034
ws_K20,Step,7,0.0,105000,11.908596499997657
ws_K20,Step,8,0.0,105000,12.01309140000376
ws_K20,Step,9,0.0,105000,12.145693999991636
ws_K20,Step,10,0.0,105000,12.032958299998427
ws_K20,Step,11,0.0,105000,12.134748799988301
ws_K20,Step,12,0.0,105000,12.12870839999232
ws_K20,Step,13,0.0,105000,12.249173100004555
ws_K20,Step,14,0.0,105000,12.19160850001208
ws_K20,Step,15,0.0,105000,12.200347299993155
ws_K20,Step,16,0.0,105000,11.958415500004776
ws_K20,Step,17,0.0,105000,11.830952899996191
ws_K20,Step,18,0.0,105000,12.16853959999571
ws_K20,Step,19,0.0,105000,12.109405199997127
ws_K20,Step,20,0.0,105000,12.028713399995468
ws_K20,Step,21,0.0,105000,12.126801999998861
ws_K20,Step,22,0.0,105000,12.267620200000238
ws_K20,Step,23,0.0,105000,12.094833099996322
ws_K20,Step,24,0.0,105000,12.090167199989082
ws_K20,Step,25,0.0,105000,12.123210599995218
ws_K20,Step,26,0.0,105000,12.110181199997896
ws_K20,Step,27,0.0,105000,12.105502599995816
ws_K20,Step,28,0.0,105000,12.11022969998885
ws_K20,Step,29,0.0,105000,12.12100910001027
ws_K20,Schwefel_2_26,0,-20252.47461310187,105000,11.659920800011605
ws_K20,Schwefel_2_26,1,-20144.519939430113,105000,11.534160700000939
ws_K20,Schwefel_2_26,2,-19808.264697542105,105000,11.630654900000081
ws_K20,Schwefel_2_26,3,-19098.383304002004,105000,11.508075899997493
ws_K20,Schwefel_2_26,4,-20006.17143620867,105000,11.572879199986346
ws_K20,Schwefel_2_26,5,-21023.909027082722,105000,11.487522700001136
ws_K20,Schwefel_2_26,6,-17024.203219701165,105000,11.539751999996952
ws_K20,Schwefel_2_26,7,-19749.700482830533,105000,11.484379600005923
ws_K20,Schwefel_2_26,8,-19946.78225140611,105000,11.550013699990814
ws_K20,Schwefel_2_26,9,-18831.15498974047,105000,11.476456099990173
ws_K20,Schwefel_2_26,10,-19995.94321061304,105000,11.494873500007088
ws_K20,Schwefel_2_26,11,-19182.561691291434,105000,11.387467499997001
ws_K20,Schwefel_2_26,12,-20148.981253957285,105000,11.312757599996985
ws_K20,Schwefel_2_26,13,-20045.17555061246,105000,11.35157940001227
ws_K20,Schwefel_2_26,14,-17123.753979367742,105000,11.515822899993509
ws_K20,Schwefel_2_26,15,-18770.02348751748,105000,11.552427899994655
ws_K20,Schwefel_2_26,16,-21250.02335107531,105000,11.471634799992898
ws_K20,Schwefel_2_26,17,-18886.4767067864,105000,11.573512899994967
ws_K20,Schwefel_2_26,18,-20204.05704916786,105000,11.609530000001541
ws_K20,Schwefel_2_26,19,-19413.075554384362,105000,11.654475900009857
ws_K20,Schwefel_2_26,20,-19699.63660070581,105000,11.747507400010363
ws_K20,Schwefel_2_26,21,-19445.36493864192,105000,11.677574299988919
ws_K20,Schwefel_2_26,22,-19432.619691026062,105000,11.73017450000043
ws_K20,Schwefel_2_26,23,-19879.173361950656,105000,11.745003000003635
ws_K20,Schwefel_2_26,24,-20263.012437333462,105000,11.680412500005332
ws_K20,Schwefel_2_26,25,-19808.87591008846,105000,11.601164099993184
ws_K20,Schwefel_2_26,26,-19191.913346373884,105000,11.631759500000044
ws_K20,Schwefel_2_26,27,-19433.80047615333,105000,11.665755899986834
ws_K20,Schwefel_2_26,28,-20499.41776492971,105000,11.660864600009518
ws_K20,Schwefel_2_26,29,-21052.7450556347,105000,11.626666000011028
ws_K20,Rastrigin,0,0.6337358292041699,105000,12.329689999998664
ws_K20,Rastrigin,1,3.6317803946008667,105000,12.473704600008205
ws_K20,Rastrigin,2,0.15603979152393777,105000,12.366880499990657
ws_K20,Rastrigin,3,0.2013920053906304,105000,12.277535100001842
ws_K20,Rastrigin,4,0.6814851898881216,105000,12.5319778000121
ws_K20,Rastrigin,5,10.94651343835909,105000,12.272765000001527
ws_K20,Rastrigin,6,0.11210430612652544,105000,12.225255900004413
ws_K20,Rastrigin,7,0.06445187808975561,105000,12.208589000001666
ws_K20,Rastrigin,8,3.430279795536592,105000,12.418802400003187
ws_K20,Rastrigin,9,3.9810654108406993,105000,12.28632590000052
ws_K20,Rastrigin,10,0.009683334607871075,105000,12.402445200001239
ws_K20,Rastrigin,11,8.685852978260755,105000,12.42433140000503
ws_K20,Rastrigin,12,14.926828971694874,105000,12.29207779999706
ws_K20,Rastrigin,13,0.29494534372605585,105000,12.174056999996537
ws_K20,Rastrigin,14,0.10864815536683636,105000,12.243759099990712
ws_K20,Rastrigin,15,19.90243524964177,105000,12.230508599997847
ws_K20,Rastrigin,16,0.30624695677551017,105000,12.121756100008497
ws_K20,Rastrigin,17,0.3638264516397385,105000,12.14565429999493
ws_K20,Rastrigin,18,0.7497710463850353,105000,12.016927899996517
ws_K20,Rastrigin,19,0.20672060978540685,105000,12.13713600000483
ws_K20,Rastrigin,20,10.94564143401999,105000,12.20660289999796
ws_K20,Rastrigin,21,1.5159763142353881,105000,12.142983400000958
ws_K20,Rastrigin,22,0.16326728145156721,105000,12.068284100008896
ws_K20,Rastrigin,23,0.07213035252920008,105000,12.129460199997993
ws_K20,Rastrigin,24,15.920819962244991,105000,12.28530150000006
ws_K20,Rastrigin,25,13.930889784373221,105000,12.179768000001786
ws_K20,Rastrigin,26,0.28006017162238095,105000,12.207917200008524
ws_K20,Rastrigin,27,4.976677893916985,105000,12.29436679999344
ws_K20,Rastrigin,28,34.8262876491703,105000,12.204132599988952
ws_K20,Rastrigin,29,0.03749966689321127,105000,12.186362799999188
ws_K20,Ackley,0,0.5024623947524742,105000,13.43434389999311
ws_K20,Ackley,1,0.13046978721153524,105000,13.403086299993447
ws_K20,Ackley,2,0.08548892394031471,105000,13.478179800004
ws_K20,Ackley,3,0.12994702273663394,105000,13.48953469999833
ws_K20,Ackley,4,0.7036845023303582,105000,13.489908000003197
ws_K20,Ackley,5,0.08954090901269085,105000,13.300099699990824
ws_K20,Ackley,6,5.473457120535198,105000,13.43157779998728
ws_K20,Ackley,7,0.022577555027208707,105000,13.456185100003495
ws_K20,Ackley,8,0.15566317054150192,105000,13.43480560000171
ws_K20,Ackley,9,5.412633101567835,105000,13.437427500000922
ws_K20,Ackley,10,0.4110087056700249,105000,13.457188600004883
ws_K20,Ackley,11,0.15479641738959105,105000,13.374257100003888
ws_K20,Ackley,12,4.122211742331309,105000,13.405109599989373
ws_K20,Ackley,13,0.14304698040321684,105000,13.405728799989447
ws_K20,Ackley,14,0.12913846792019656,105000,13.265830500007723
ws_K20,Ackley,15,0.009320240020411763,105000,13.308938800008036
ws_K20,Ackley,16,0.12209042280968818,105000,13.505792899988592
ws_K20,Ackley,17,0.5417918293636395,105000,13.48760890000267
ws_K20,Ackley,18,4.424592117188169,105000,13.338642599992454
ws_K20,Ackley,19,6.422393202521949,105000,13.389542599994456
ws_K20,Ackley,20,5.319445824156411,105000,13.411901499988744
ws_K20,Ackley,21,0.6719399794374863,105000,13.271833999999217
ws_K20,Ackley,22,0.2561042002240197,105000,13.322334999989835
ws_K20,Ackley,23,5.125315043290662,105000,13.270385299998452
ws_K20,Ackley,24,0.1946393793947654,105000,13.319764300002134
ws_K20,Ackley,25,0.09831390432933462,105000,13.151942299999064
ws_K20,Ackley,26,0.21070757106953097,105000,13.370059200009564
ws_K20,Ackley,27,7.256957893227421,105000,13.34115799999563
ws_K20,Ackley,28,4.884217217245524,105000,13.338221800004249
ws_K20,Ackley,29,0.030801748219275726,105000,13.141927200005739
ws_K20,Griewank,0,0.0027248042437088005,105000,12.896160000003874
ws_K20,Griewank,1,0.0037909179365399615,105000,12.868105499990634
ws_K20,Griewank,2,0.005323233303636488,105000,12.785996199992951
ws_K20,Griewank,3,0.015662811579777114,105000,12.757025899991277
ws_K20,Griewank,4,0.02006315004500092,105000,12.85694969999895
ws_K20,Griewank,5,0.0019851978317948493,105000,12.768910599988885
ws_K20,Griewank,6,0.029584284324574384,105000,12.759146999989753
ws_K20,Griewank,7,0.019503460174388754,105000,12.571378299995558
ws_K20,Griewank,8,0.004072809160018398,105000,12.802784400002565
ws_K20,Griewank,9,0.01572898181281379,105000,12.751790499998606
ws_K20,Griewank,10,0.020384912539966882,105000,12.81215009999869
ws_K20,Griewank,11,0.011299873231148005,105000,12.7844877000025
ws_K20,Griewank,12,0.016373353307384098,105000,12.688605699993786
ws_K20,Griewank,13,0.017604630650910003,105000,12.615521100000478
ws_K20,Griewank,14,0.02822007699532192,105000,12.600636899995152
ws_K20,Griewank,15,0.024205942496901778,105000,12.667149200002314
ws_K20,Griewank,16,0.019214583818192854,105000,12.610660899998038
ws_K20,Griewank,17,0.01169713408365114,105000,12.567541300013545
ws_K20,Griewank,18,0.031790839695808204,105000,12.617070599997533
ws_K20,Griewank,19,0.004569579771101395,105000,12.756159199998365
ws_K20,Griewank,20,0.029856259806655405,105000,12.590520099998685
ws_K20,Griewank,21,0.0023053527969896237,105000,12.618558499991195
ws_K20,Griewank,22,0.0239414544799883,105000,12.609214099997189
ws_K20,Griewank,23,0.01468044472435548,105000,12.629167400009464
ws_K20,Griewank,24,0.003974722699484401,105000,12.79402420000406
ws_K20,Griewank,25,0.018486591209923797,105000,12.69617749999452
ws_K20,Griewank,26,0.027902266761363426,105000,12.809712000002037
ws_K20,Griewank,27,0.00322648833689243,105000,12.668453300007968
ws_K20,Griewank,28,0.013768337394631347,105000,12.751973299993551
ws_K20,Griewank,29,0.005263560416208346,105000,12.724776700008078
ws_K20,Penalized,0,1.7735854174919632,105000,27.746080300014
ws_K20,Penalized,1,1.8989577412547427,105000,27.86258309999539
ws_K20,Penalized,2,3.0480398396565755,105000,27.92793750000419
ws_K20,Penalized,3,3.09782668120849,105000,28.028834099997766
ws_K20,Penalized,4,1.8363375104372488,105000,28.100187799995183
ws_K20,Penalized,5,0.6110104709054136,105000,27.93614420000813
ws_K20,Penalized,6,0.1352351944139858,105000,28.21558790000563
ws_K20,Penalized,7,1.8628725504592762,105000,28.116766799998004
ws_K20,Penalized,8,1.574840899539613,105000,28.058778699996765
ws_K20,Penalized,9,1.153715984803576,105000,28.074850499993772
ws_K20,Penalized,10,2.7884658595269474,105000,28.034262500004843
ws_K20,Penalized,11,1.3188481258358868,105000,28.106829800002743
ws_K20,Penalized,12,2.836709077805309,105000,27.38308669999242
ws_K20,Penalized,13,3.1462075426126486,105000,27.495228200001293
ws_K20,Penalized,14,1.5538304171116781,105000,27.235197500005597
ws_K20,Penalized,15,2.353616636844448,105000,27.305566800001543
ws_K20,Penalized,16,3.137045724057197,105000,27.3194935000065
ws_K20,Penalized,17,1.5195488663598944,105000,27.138218500011135
ws_K20,Penalized,18,1.9640447485770607,105000,27.345251999999164
ws_K20,Penalized,19,2.8931391737100145,105000,27.343910299998242
ws_K20,Penalized,20,2.9254560442729676,105000,27.479389799991623
ws_K20,Penalized,21,1.2791950240021566,105000,27.535982300003525
ws_K20,Penalized,22,2.019270047999529,105000,27.590937699991628
ws_K20,Penalized,23,1.4001472193417026,105000,27.62497099999746
ws_K20,Penalized,24,2.4342215314776166,105000,27.646777500005555
ws_K20,Penalized,25,4.882358199541352,105000,27.524478500010446
